AgentId;TimeStep;OfferedPowerInMW;AwardedPowerInMWH;CostsInEUR;ReceivedMoneyInEUR
10;599356802;;0.0;0.0;
10;599360377;0.0;;;
10;599360402;;0.0;0.0;
10;599363977;0.0;;;
10;599364002;;0.0;0.0;
10;599367577;0.0;;;
10;599367602;;0.0;0.0;
10;599371177;0.0;;;
10;599371202;;0.0;0.0;
10;599374777;0.0;;;
10;599374802;;0.0;0.0;
10;599378377;0.0;;;
10;599378402;;0.0;0.0;
10;599381977;7.000000273;;;
10;599382002;;11.000000429;0.0;
10;599385577;17.999999509000002;;;
10;599385602;;29.999999976999998;0.0;
10;599389177;34.000000133;;;
10;599389202;;62.000000031999996;0.0;
10;599392777;56.999999837000004;;;
10;599392802;;98.000000243;0.0;
10;599396377;81.999999619;;;
10;599396402;;139.999999495;0.0;
10;599399977;92.00000000899999;;;
10;599400002;;151.999999963;0.0;
10;599403577;85.999999775;;;
10;599403602;;134.000000454;0.0;
10;599407177;64.00000011;;;
10;599407202;;85.999999775;0.0;
10;599410777;32.000000055;;;
10;599410802;;38.000000289;0.0;
10;599414377;10.000000389999999;;;
10;599414402;;12.000000468000001;0.0;
10;599417977;4.0000001560000005;;;
10;599418002;;4.0000001560000005;0.0;
10;599421577;4.0000001560000005;;;
10;599421602;;4.0000001560000005;0.0;
10;599425177;0.0;;;
10;599425202;;0.0;0.0;
10;599428777;0.0;;;
10;599428802;;0.0;0.0;
10;599432377;0.0;;;
10;599432402;;0.0;0.0;
10;599435977;0.0;;;
10;599436002;;0.0;0.0;
10;599439577;0.0;;;
10;599439602;;0.0;0.0;
10;599443177;0.0;;;
10;599443202;;0.0;0.0;
10;599446777;0.0;;;
10;599446802;;0.0;0.0;
10;599450377;0.0;;;
10;599450402;;0.0;0.0;
10;599453977;0.0;;;
10;599454002;;0.0;0.0;
10;599457577;0.0;;;
10;599457602;;0.0;0.0;
10;599461177;0.0;;;
10;599461202;;0.0;0.0;
10;599464777;0.0;;;
10;599464802;;0.0;0.0;
10;599468377;11.000000429;;;
10;599468402;;8.000000312000001;0.0;
10;599471977;27.999999899;;;
10;599472002;;22.999999704;0.0;
10;599475577;59.999999953999996;;;
10;599475602;;44.000000523;0.0;
10;599479177;106.000000555;;;
10;599479202;;69.000000305;0.0;
10;599482777;173.999999628;;;
10;599482802;;97.000000204;0.0;
10;599486377;209.999999839;;;
10;599486402;;102.000000399;0.0;
10;599489977;207.999999761;;;
10;599490002;;85.999999775;0.0;
10;599493577;149.999999885;;;
10;599493602;;53.99999972;0.0;
10;599497177;76.000000578;;;
10;599497202;;23.999999743;0.0;
10;599500777;23.999999743;;;
10;599500802;;8.000000312000001;0.0;
10;599504377;6.000000234000001;;;
10;599504402;;4.0000001560000005;0.0;
10;599507977;4.0000001560000005;;;
10;599508002;;4.0000001560000005;0.0;
10;599511577;0.0;;;
10;599511602;;0.0;0.0;
10;599515177;0.0;;;
10;599515202;;0.0;0.0;
10;599518777;0.0;;;
10;599518802;;0.0;0.0;
10;599522377;0.0;;;
10;599522402;;0.0;0.0;
10;599525977;0.0;;;
10;599526002;;0.0;0.0;
10;599529577;0.0;;;
10;599529602;;0.0;0.0;
10;599533177;0.0;;;
10;599533202;;0.0;0.0;
10;599536777;0.0;;;
10;599536802;;0.0;0.0;
10;599540377;0.0;;;
10;599540402;;0.0;0.0;
10;599543977;0.0;;;
10;599544002;;0.0;0.0;
10;599547577;0.0;;;
10;599547602;;0.0;0.0;
10;599551177;0.0;;;
10;599551202;;0.0;0.0;
10;599554777;6.000000234000001;;;
10;599554802;;7.000000273;0.0;
10;599558377;13.000000507;;;
10;599558402;;15.000000585;0.0;
10;599561977;25.999999821;;;
10;599562002;;24.999999782;0.0;
10;599565577;49.999999564;;;
10;599565602;;36.000000211;0.0;
10;599569177;76.000000578;;;
10;599569202;;45.999999408;0.0;
10;599572777;87.999999853;;;
10;599572802;;51.999999642;0.0;
10;599576377;82.99999965800001;;;
10;599576402;;46.999999447;0.0;
10;599579977;62.000000031999996;;;
10;599580002;;34.000000133;0.0;
10;599583577;32.000000055;;;
10;599583602;;17.999999509000002;0.0;
10;599587177;11.000000429;;;
10;599587202;;7.000000273;0.0;
10;599590777;4.0000001560000005;;;
10;599590802;;4.0000001560000005;0.0;
10;599594377;4.0000001560000005;;;
10;599594402;;4.0000001560000005;0.0;
10;599597977;0.0;;;
10;599598002;;0.0;0.0;
10;599601577;0.0;;;
10;599601602;;0.0;0.0;
10;599605177;0.0;;;
10;599605202;;0.0;0.0;
10;599608777;0.0;;;
10;599608802;;0.0;0.0;
10;599612377;0.0;;;
10;599612402;;0.0;0.0;
10;599615977;0.0;;;
10;599616002;;0.0;0.0;
10;599619577;0.0;;;
10;599619602;;0.0;0.0;
10;599623177;0.0;;;
10;599623202;;0.0;0.0;
10;599626777;0.0;;;
10;599626802;;0.0;0.0;
10;599630377;0.0;;;
10;599630402;;0.0;0.0;
10;599633977;0.0;;;
10;599634002;;0.0;0.0;
10;599637577;0.0;;;
10;599637602;;0.0;0.0;
10;599641177;11.000000429;;;
10;599641202;;8.000000312000001;0.0;
10;599644777;25.999999821;;;
10;599644802;;18.999999547999998;0.0;
10;599648377;51.999999642;;;
10;599648402;;39.000000328;0.0;
10;599651977;93.00000004799999;;;
10;599652002;;64.00000011;0.0;
10;599655577;138.99999945599998;;;
10;599655602;;94.00000008699999;0.0;
10;599659177;156.000000119;;;
10;599659202;;104.000000477;0.0;
10;599662777;140.99999953399998;;;
10;599662802;;100.000000321;0.0;
10;599666377;99.000000282;;;
10;599666402;;72.000000422;0.0;
10;599669977;49.999999564;;;
10;599670002;;34.000000133;0.0;
10;599673577;16.99999947;;;
10;599673602;;10.000000389999999;0.0;
10;599677177;5.000000194999999;;;
10;599677202;;4.0000001560000005;0.0;
10;599680777;4.0000001560000005;;;
10;599680802;;4.0000001560000005;0.0;
10;599684377;0.0;;;
10;599684402;;0.0;0.0;
10;599687977;0.0;;;
10;599688002;;0.0;0.0;
10;599691577;0.0;;;
10;599691602;;0.0;0.0;
10;599695177;0.0;;;
10;599695202;;0.0;0.0;
10;599698777;0.0;;;
10;599698802;;0.0;0.0;
10;599702377;0.0;;;
10;599702402;;0.0;0.0;
10;599705977;0.0;;;
10;599706002;;0.0;0.0;
10;599709577;0.0;;;
10;599709602;;0.0;0.0;
10;599713177;0.0;;;
10;599713202;;0.0;0.0;
10;599716777;0.0;;;
10;599716802;;0.0;0.0;
10;599720377;0.0;;;
10;599720402;;0.0;0.0;
10;599723977;0.0;;;
10;599724002;;0.0;0.0;
10;599727577;14.000000546;;;
10;599727602;;6.000000234000001;0.0;
10;599731177;38.000000289;;;
10;599731202;;15.000000585;0.0;
10;599734777;77.999999463;;;
10;599734802;;25.999999821;0.0;
10;599738377;130.000000298;;;
10;599738402;;43.000000484000005;0.0;
10;599741977;198.000000564;;;
10;599742002;;62.000000031999996;0.0;
10;599745577;221.00000026799998;;;
10;599745602;;66.000000188;0.0;
10;599749177;203.999999605;;;
10;599749202;;60.999999992999996;0.0;
10;599752777;142.999999612;;;
10;599752802;;44.000000523;0.0;
10;599756377;72.000000422;;;
10;599756402;;19.999999586999998;0.0;
10;599759977;22.999999704;;;
10;599760002;;8.000000312000001;0.0;
10;599763577;6.000000234000001;;;
10;599763602;;4.0000001560000005;0.0;
10;599767177;4.0000001560000005;;;
10;599767202;;4.0000001560000005;0.0;
10;599770777;0.0;;;
10;599770802;;0.0;0.0;
10;599774377;0.0;;;
10;599774402;;0.0;0.0;
10;599777977;0.0;;;
10;599778002;;0.0;0.0;
10;599781577;0.0;;;
10;599781602;;0.0;0.0;
10;599785177;0.0;;;
10;599785202;;0.0;0.0;
10;599788777;0.0;;;
10;599788802;;0.0;0.0;
10;599792377;0.0;;;
10;599792402;;0.0;0.0;
10;599795977;0.0;;;
10;599796002;;0.0;0.0;
10;599799577;0.0;;;
10;599799602;;0.0;0.0;
10;599803177;0.0;;;
10;599803202;;0.0;0.0;
10;599806777;0.0;;;
10;599806802;;0.0;0.0;
10;599810377;0.0;;;
10;599810402;;0.0;0.0;
10;599813977;12.000000468000001;;;
10;599814002;;4.0000001560000005;0.0;
10;599817577;29.999999976999998;;;
10;599817602;;10.000000389999999;0.0;
10;599821177;62.000000031999996;;;
10;599821202;;23.999999743;0.0;
10;599824777;108.999999479;;;
10;599824802;;51.999999642;0.0;
10;599828377;168.00000058700002;;;
10;599828402;;77.999999463;0.0;
10;599831977;198.000000564;;;
10;599832002;;93.00000004799999;0.0;
10;599835577;190.00000025199998;;;
10;599835602;;100.000000321;0.0;
10;599839177;140.99999953399998;;;
10;599839202;;79.999999541;0.0;
10;599842777;76.000000578;;;
10;599842802;;43.000000484000005;0.0;
10;599846377;25.999999821;;;
10;599846402;;13.000000507;0.0;
10;599849977;6.000000234000001;;;
10;599850002;;4.0000001560000005;0.0;
10;599853577;4.0000001560000005;;;
10;599853602;;4.0000001560000005;0.0;
10;599857177;0.0;;;
10;599857202;;0.0;0.0;
10;599860777;0.0;;;
10;599860802;;0.0;0.0;
10;599864377;0.0;;;
10;599864402;;0.0;0.0;
10;599867977;0.0;;;
10;599868002;;0.0;0.0;
10;599871577;0.0;;;
10;599871602;;0.0;0.0;
10;599875177;0.0;;;
10;599875202;;0.0;0.0;
10;599878777;0.0;;;
10;599878802;;0.0;0.0;
10;599882377;0.0;;;
10;599882402;;0.0;0.0;
10;599885977;0.0;;;
10;599886002;;0.0;0.0;
10;599889577;0.0;;;
10;599889602;;0.0;0.0;
10;599893177;0.0;;;
10;599893202;;0.0;0.0;
10;599896777;0.0;;;
10;599896802;;0.0;0.0;
10;599900377;12.000000468000001;;;
10;599900402;;10.000000389999999;0.0;
10;599903977;32.000000055;;;
10;599904002;;21.999999665;0.0;
10;599907577;70.000000344;;;
10;599907602;;40.000000367;0.0;
10;599911177;124.00000006399999;;;
10;599911202;;65.000000149;0.0;
10;599914777;200.99999948800001;;;
10;599914802;;90.99999997;0.0;
10;599918377;245.000000011;;;
10;599918402;;100.000000321;0.0;
10;599921977;248.00000012799998;;;
10;599922002;;89.999999931;0.0;
10;599925577;191.000000291;;;
10;599925602;;59.999999953999996;0.0;
10;599929177;103.000000438;;;
10;599929202;;27.999999899;0.0;
10;599932777;35.000000172;;;
10;599932802;;10.000000389999999;0.0;
10;599936377;8.000000312000001;;;
10;599936402;;4.0000001560000005;0.0;
10;599939977;4.0000001560000005;;;
10;599940002;;4.0000001560000005;0.0;
10;599943577;0.0;;;
10;599943602;;0.0;0.0;
10;599947177;0.0;;;
10;599947202;;0.0;0.0;
10;599950777;0.0;;;
10;599950802;;0.0;0.0;
10;599954377;0.0;;;
10;599954402;;0.0;0.0;
10;599957977;0.0;;;
10;599958002;;0.0;0.0;
10;599961577;0.0;;;
10;599961602;;0.0;0.0;
10;599965177;0.0;;;
10;599965202;;0.0;0.0;
10;599968777;0.0;;;
10;599968802;;0.0;0.0;
10;599972377;0.0;;;
10;599972402;;0.0;0.0;
10;599975977;0.0;;;
10;599976002;;0.0;0.0;
10;599979577;0.0;;;
10;599979602;;0.0;0.0;
10;599983177;0.0;;;
10;599983202;;0.0;0.0;
10;599986777;16.99999947;;;
10;599986802;;7.000000273;0.0;
10;599990377;45.999999408;;;
10;599990402;;17.999999509000002;0.0;
10;599993977;94.00000008699999;;;
10;599994002;;34.000000133;0.0;
10;599997577;149.999999885;;;
10;599997602;;56.999999837000004;0.0;
10;600001177;230.999999465;;;
10;600001202;;81.999999619;0.0;
10;600004777;258.00000051800004;;;
10;600004802;;92.00000000899999;0.0;
10;600008377;234.999999621;;;
10;600008402;;85.999999775;0.0;
10;600011977;160.000000275;;;
10;600012002;;64.00000011;0.0;
10;600015577;79.999999541;;;
10;600015602;;32.000000055;0.0;
10;600019177;28.999999938000002;;;
10;600019202;;10.000000389999999;0.0;
10;600022777;6.000000234000001;;;
10;600022802;;4.0000001560000005;0.0;
10;600026377;4.0000001560000005;;;
10;600026402;;4.0000001560000005;0.0;
10;600029977;0.0;;;
10;600030002;;0.0;0.0;
10;600033577;0.0;;;
10;600033602;;0.0;0.0;
10;600037177;0.0;;;
10;600037202;;0.0;0.0;
10;600040777;0.0;;;
10;600040802;;0.0;0.0;
10;600044377;0.0;;;
10;600044402;;0.0;0.0;
10;600047977;0.0;;;
10;600048002;;0.0;0.0;
10;600051577;0.0;;;
10;600051602;;0.0;0.0;
10;600055177;0.0;;;
10;600055202;;0.0;0.0;
10;600058777;0.0;;;
10;600058802;;0.0;0.0;
10;600062377;0.0;;;
10;600062402;;0.0;0.0;
10;600065977;0.0;;;
10;600066002;;0.0;0.0;
10;600069577;0.0;;;
10;600069602;;0.0;0.0;
10;600073177;7.000000273;;;
10;600073202;;11.000000429;0.0;
10;600076777;15.999999430999999;;;
10;600076802;;27.999999899;0.0;
10;600080377;36.000000211;;;
10;600080402;;59.999999953999996;0.0;
10;600083977;67.000000227;;;
10;600084002;;106.000000555;0.0;
10;600087577;105.000000516;;;
10;600087602;;173.999999628;0.0;
10;600091177;127.000000181;;;
10;600091202;;209.999999839;0.0;
10;600094777;127.000000181;;;
10;600094802;;207.999999761;0.0;
10;600098377;100.000000321;;;
10;600098402;;149.999999885;0.0;
10;600101977;56.999999837000004;;;
10;600102002;;76.000000578;0.0;
10;600105577;19.999999586999998;;;
10;600105602;;23.999999743;0.0;
10;600109177;6.000000234000001;;;
10;600109202;;6.000000234000001;0.0;
10;600112777;4.0000001560000005;;;
10;600112802;;4.0000001560000005;0.0;
10;600116377;0.0;;;
10;600116402;;0.0;0.0;
10;600119977;0.0;;;
10;600120002;;0.0;0.0;
10;600123577;0.0;;;
10;600123602;;0.0;0.0;
10;600127177;0.0;;;
10;600127202;;0.0;0.0;
10;600130777;0.0;;;
10;600130802;;0.0;0.0;
10;600134377;0.0;;;
10;600134402;;0.0;0.0;
10;600137977;0.0;;;
10;600138002;;0.0;0.0;
10;600141577;0.0;;;
10;600141602;;0.0;0.0;
10;600145177;0.0;;;
10;600145202;;0.0;0.0;
10;600148777;0.0;;;
10;600148802;;0.0;0.0;
10;600152377;0.0;;;
10;600152402;;0.0;0.0;
10;600155977;0.0;;;
10;600156002;;0.0;0.0;
10;600159577;12.000000468000001;;;
10;600159602;;6.000000234000001;0.0;
10;600163177;33.000000094;;;
10;600163202;;13.000000507;0.0;
10;600166777;79.999999541;;;
10;600166802;;25.999999821;0.0;
10;600170377;143.999999651;;;
10;600170402;;49.999999564;0.0;
10;600173977;247.000000089;;;
10;600174002;;76.000000578;0.0;
10;600177577;297.999999692;;;
10;600177602;;87.999999853;0.0;
10;600181177;294.999999575;;;
10;600181202;;82.99999965800001;0.0;
10;600184777;211.999999917;;;
10;600184802;;62.000000031999996;0.0;
10;600188377;107.99999944;;;
10;600188402;;32.000000055;0.0;
10;600191977;37.00000025;;;
10;600192002;;11.000000429;0.0;
10;600195577;8.000000312000001;;;
10;600195602;;4.0000001560000005;0.0;
10;600199177;4.0000001560000005;;;
10;600199202;;4.0000001560000005;0.0;
10;600202777;0.0;;;
10;600202802;;0.0;0.0;
10;600206377;0.0;;;
10;600206402;;0.0;0.0;
10;600209977;0.0;;;
10;600210002;;0.0;0.0;
10;600213577;0.0;;;
10;600213602;;0.0;0.0;
10;600217177;0.0;;;
10;600217202;;0.0;0.0;
10;600220777;0.0;;;
10;600220802;;0.0;0.0;
10;600224377;0.0;;;
10;600224402;;0.0;0.0;
10;600227977;0.0;;;
10;600228002;;0.0;0.0;
10;600231577;0.0;;;
10;600231602;;0.0;0.0;
10;600235177;0.0;;;
10;600235202;;0.0;0.0;
10;600238777;0.0;;;
10;600238802;;0.0;0.0;
10;600242377;0.0;;;
10;600242402;;0.0;0.0;
10;600245977;12.000000468000001;;;
10;600246002;;11.000000429;0.0;
10;600249577;29.999999976999998;;;
10;600249602;;25.999999821;0.0;
10;600253177;65.000000149;;;
10;600253202;;51.999999642;0.0;
10;600256777;115.99999975200001;;;
10;600256802;;93.00000004799999;0.0;
10;600260377;193.000000369;;;
10;600260402;;138.99999945599998;0.0;
10;600263977;237.999999738;;;
10;600264002;;156.000000119;0.0;
10;600267577;234.999999621;;;
10;600267602;;140.99999953399998;0.0;
10;600271177;176.999999745;;;
10;600271202;;99.000000282;0.0;
10;600274777;95.00000012599999;;;
10;600274802;;49.999999564;0.0;
10;600278377;34.000000133;;;
10;600278402;;16.99999947;0.0;
10;600281977;8.000000312000001;;;
10;600282002;;5.000000194999999;0.0;
10;600285577;4.0000001560000005;;;
10;600285602;;4.0000001560000005;0.0;
10;600289177;0.0;;;
10;600289202;;0.0;0.0;
10;600292777;0.0;;;
10;600292802;;0.0;0.0;
10;600296377;0.0;;;
10;600296402;;0.0;0.0;
10;600299977;0.0;;;
10;600300002;;0.0;0.0;
10;600303577;0.0;;;
10;600303602;;0.0;0.0;
10;600307177;0.0;;;
10;600307202;;0.0;0.0;
10;600310777;0.0;;;
10;600310802;;0.0;0.0;
10;600314377;0.0;;;
10;600314402;;0.0;0.0;
10;600317977;0.0;;;
10;600318002;;0.0;0.0;
10;600321577;0.0;;;
10;600321602;;0.0;0.0;
10;600325177;0.0;;;
10;600325202;;0.0;0.0;
10;600328777;0.0;;;
10;600328802;;0.0;0.0;
10;600332377;13.000000507;;;
10;600332402;;14.000000546;0.0;
10;600335977;33.000000094;;;
10;600336002;;38.000000289;0.0;
10;600339577;77.999999463;;;
10;600339602;;77.999999463;0.0;
10;600343177;136.000000532;;;
10;600343202;;130.000000298;0.0;
10;600346777;231.99999950400002;;;
10;600346802;;198.000000564;0.0;
10;600350377;282.00000026099997;;;
10;600350402;;221.00000026799998;0.0;
10;600353977;283.0000003;;;
10;600354002;;203.999999605;0.0;
10;600357577;207.999999761;;;
10;600357602;;142.999999612;0.0;
10;600361177;109.999999518;;;
10;600361202;;72.000000422;0.0;
10;600364777;39.000000328;;;
10;600364802;;22.999999704;0.0;
10;600368377;10.000000389999999;;;
10;600368402;;6.000000234000001;0.0;
10;600371977;4.0000001560000005;;;
10;600372002;;4.0000001560000005;0.0;
10;600375577;0.0;;;
10;600375602;;0.0;0.0;
10;600379177;0.0;;;
10;600379202;;0.0;0.0;
10;600382777;0.0;;;
10;600382802;;0.0;0.0;
10;600386377;0.0;;;
10;600386402;;0.0;0.0;
10;600389977;0.0;;;
10;600390002;;0.0;0.0;
10;600393577;0.0;;;
10;600393602;;0.0;0.0;
10;600397177;0.0;;;
10;600397202;;0.0;0.0;
10;600400777;0.0;;;
10;600400802;;0.0;0.0;
10;600404377;0.0;;;
10;600404402;;0.0;0.0;
10;600407977;0.0;;;
10;600408002;;0.0;0.0;
10;600411577;0.0;;;
10;600411602;;0.0;0.0;
10;600415177;0.0;;;
10;600415202;;0.0;0.0;
10;600418777;14.000000546;;;
10;600418802;;12.000000468000001;0.0;
10;600422377;37.00000025;;;
10;600422402;;29.999999976999998;0.0;
10;600425977;85.999999775;;;
10;600426002;;62.000000031999996;0.0;
10;600429577;151.999999963;;;
10;600429602;;108.999999479;0.0;
10;600433177;260.000000596;;;
10;600433202;;168.00000058700002;0.0;
10;600436777;313.000000277;;;
10;600436802;;198.000000564;0.0;
10;600440377;311.000000199;;;
10;600440402;;190.00000025199998;0.0;
10;600443977;231.99999950400002;;;
10;600444002;;140.99999953399998;0.0;
10;600447577;123.00000002499999;;;
10;600447602;;76.000000578;0.0;
10;600451177;44.000000523;;;
10;600451202;;25.999999821;0.0;
10;600454777;10.000000389999999;;;
10;600454802;;6.000000234000001;0.0;
10;600458377;4.0000001560000005;;;
10;600458402;;4.0000001560000005;0.0;
10;600461977;0.0;;;
10;600462002;;0.0;0.0;
10;600465577;0.0;;;
10;600465602;;0.0;0.0;
10;600469177;0.0;;;
10;600469202;;0.0;0.0;
10;600472777;0.0;;;
10;600472802;;0.0;0.0;
10;600476377;0.0;;;
10;600476402;;0.0;0.0;
10;600479977;0.0;;;
10;600480002;;0.0;0.0;
10;600483577;0.0;;;
10;600483602;;0.0;0.0;
10;600487177;0.0;;;
10;600487202;;0.0;0.0;
10;600490777;0.0;;;
10;600490802;;0.0;0.0;
10;600494377;0.0;;;
10;600494402;;0.0;0.0;
10;600497977;0.0;;;
10;600498002;;0.0;0.0;
10;600501577;0.0;;;
10;600501602;;0.0;0.0;
10;600505177;6.000000234000001;;;
10;600505202;;12.000000468000001;0.0;
10;600508777;12.000000468000001;;;
10;600508802;;32.000000055;0.0;
10;600512377;25.999999821;;;
10;600512402;;70.000000344;0.0;
10;600515977;45.999999408;;;
10;600516002;;124.00000006399999;0.0;
10;600519577;70.000000344;;;
10;600519602;;200.99999948800001;0.0;
10;600523177;82.99999965800001;;;
10;600523202;;245.000000011;0.0;
10;600526777;79.999999541;;;
10;600526802;;248.00000012799998;0.0;
10;600530377;62.000000031999996;;;
10;600530402;;191.000000291;0.0;
10;600533977;34.000000133;;;
10;600534002;;103.000000438;0.0;
10;600537577;14.000000546;;;
10;600537602;;35.000000172;0.0;
10;600541177;4.0000001560000005;;;
10;600541202;;8.000000312000001;0.0;
10;600544777;4.0000001560000005;;;
10;600544802;;4.0000001560000005;0.0;
10;600548377;0.0;;;
10;600548402;;0.0;0.0;
10;600551977;0.0;;;
10;600552002;;0.0;0.0;
10;600555577;0.0;;;
10;600555602;;0.0;0.0;
10;600559177;0.0;;;
10;600559202;;0.0;0.0;
10;600562777;0.0;;;
10;600562802;;0.0;0.0;
10;600566377;0.0;;;
10;600566402;;0.0;0.0;
10;600569977;0.0;;;
10;600570002;;0.0;0.0;
10;600573577;0.0;;;
10;600573602;;0.0;0.0;
10;600577177;0.0;;;
10;600577202;;0.0;0.0;
10;600580777;0.0;;;
10;600580802;;0.0;0.0;
10;600584377;0.0;;;
10;600584402;;0.0;0.0;
10;600587977;0.0;;;
10;600588002;;0.0;0.0;
10;600591577;7.000000273;;;
10;600591602;;16.99999947;0.0;
10;600595177;14.000000546;;;
10;600595202;;45.999999408;0.0;
10;600598777;25.999999821;;;
10;600598802;;94.00000008699999;0.0;
10;600602377;47.999999486;;;
10;600602402;;149.999999885;0.0;
10;600605977;71.000000383;;;
10;600606002;;230.999999465;0.0;
10;600609577;85.999999775;;;
10;600609602;;258.00000051800004;0.0;
10;600613177;87.999999853;;;
10;600613202;;234.999999621;0.0;
10;600616777;75.000000539;;;
10;600616802;;160.000000275;0.0;
10;600620377;45.000000562;;;
10;600620402;;79.999999541;0.0;
10;600623977;17.999999509000002;;;
10;600624002;;28.999999938000002;0.0;
10;600627577;6.000000234000001;;;
10;600627602;;6.000000234000001;0.0;
10;600631177;4.0000001560000005;;;
10;600631202;;4.0000001560000005;0.0;
10;600634777;0.0;;;
10;600634802;;0.0;0.0;
10;600638377;0.0;;;
10;600638402;;0.0;0.0;
10;600641977;0.0;;;
10;600642002;;0.0;0.0;
10;600645577;0.0;;;
10;600645602;;0.0;0.0;
10;600649177;0.0;;;
10;600649202;;0.0;0.0;
10;600652777;0.0;;;
10;600652802;;0.0;0.0;
10;600656377;0.0;;;
10;600656402;;0.0;0.0;
10;600659977;0.0;;;
10;600660002;;0.0;0.0;
10;600663577;0.0;;;
10;600663602;;0.0;0.0;
10;600667177;0.0;;;
10;600667202;;0.0;0.0;
10;600670777;0.0;;;
10;600670802;;0.0;0.0;
10;600674377;0.0;;;
10;600674402;;0.0;0.0;
10;600677977;11.000000429;;;
10;600678002;;7.000000273;0.0;
10;600681577;26.99999986;;;
10;600681602;;15.999999430999999;0.0;
10;600685177;54.999999759;;;
10;600685202;;36.000000211;0.0;
10;600688777;95.00000012599999;;;
10;600688802;;67.000000227;0.0;
10;600692377;145.999999729;;;
10;600692402;;105.000000516;0.0;
10;600695977;171.99999955;;;
10;600696002;;127.000000181;0.0;
10;600699577;168.999999433;;;
10;600699602;;127.000000181;0.0;
10;600703177;134.000000454;;;
10;600703202;;100.000000321;0.0;
10;600706777;77.999999463;;;
10;600706802;;56.999999837000004;0.0;
10;600710377;32.000000055;;;
10;600710402;;19.999999586999998;0.0;
10;600713977;9.000000351;;;
10;600714002;;6.000000234000001;0.0;
10;600717577;4.0000001560000005;;;
10;600717602;;4.0000001560000005;0.0;
10;600721177;0.0;;;
10;600721202;;0.0;0.0;
10;600724777;0.0;;;
10;600724802;;0.0;0.0;
10;600728377;0.0;;;
10;600728402;;0.0;0.0;
10;600731977;0.0;;;
10;600732002;;0.0;0.0;
10;600735577;0.0;;;
10;600735602;;0.0;0.0;
10;600739177;0.0;;;
10;600739202;;0.0;0.0;
10;600742777;0.0;;;
10;600742802;;0.0;0.0;
10;600746377;0.0;;;
